Row ID'n,Order ID'n,Order Date'n,Order Priority'n,Order Quantity'n,Sales,Discount,Ship Mode'n,Profit,Unit Price'n,Shipping Cost'n,Customer Name'n,Province,Region,Customer Segment'n,Product Category'n,Product Sub-Category'n,Product Name'n,Product Container'n,Product Base Margin'n,Ship Date'n,PRIN1,PRIN2,PRIN3,PRIN4
459,3109,23Jul2010,Low,37,6477.7395,0.01,Regular Air,1653.97,205.99,8.99,Liz MacKendrick,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,30Jul2010,1.128974536,0.955190981,0.402676844,-1.112250483
555,3777,07Apr2009,Medium,14,244.85,0.06,Express Air,38.06,17.67,8.99,Christine Kargatis,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,08Apr2009,-0.493648048,-0.170327232,-0.514273787,0.241202985
583,3973,23Mar2012,Not Specified,21,316.35,0.06,Regular Air,117.91,15.68,3.73,Bobby Odegard,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,25Mar2012,-0.523510529,0.171217206,-0.334204586,0.299283055
704,4932,09Aug2010,Critical,11,109.37,0.07,Regular Air,25.96,10.31,1.79,Bobby Odegard,Ontario,Ontario,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,11Aug2010,-0.774421336,0.152361963,-1.056725147,0.554045076
999,7239,29Jun2011,Medium,50,6206.16,0.03,Regular Air,1416.27,120.33,19.99,Craig Carroll,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart ®,Small Box,0.59,01Jul2011,1.2351846,0.908665759,1.230920285,-0.416373672
1246,9088,22Jun2009,Critical,50,15383.7,0.03,Regular Air,6523.26,304.99,19.99,Russell Applegate,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,24Jun2009,3.378320751,3.871773001,0.042256868,-0.261411367
1247,9088,22Jun2009,Critical,31,1637.457,0.09,Regular Air,118.15,65.99,8.99,Russell Applegate,Ontario,Ontario,Consumer,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,24Jun2009,-0.02039642,-0.093840401,0.415693966,1.293557872
1584,11428,21Jan2012,Medium,16,1554.53,0,Regular Air,474.66,90.48,19.99,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box,0.4,21Jan2012,-0.012066311,0.173798526,-0.642480469,-1.608899293
1736,12452,07Dec2010,Medium,1,356.95,0.08,Regular Air,-228.24,387.99,19.99,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,08Dec2010,-0.156992651,-0.773465828,-1.94287145,0.778698458
1737,12452,07Dec2010,Medium,17,112.86,0.04,Regular Air,-56.78,6.6,4.07,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,09Dec2010,-0.372101854,-0.575444138,0.302129298,-0.388217964
1738,12452,07Dec2010,Medium,38,2063.42,0.03,Regular Air,989.95,55.98,5.15,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1934,Small Box,0.36,09Dec2010,-0.045345596,1.317920521,-0.075765581,-0.484090977
1853,13345,02Sep2012,Not Specified,24,116.82,0.02,Regular Air,-42.05,4.77,2.39,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,03Sep2012,-0.270043925,-0.510922097,0.814166787,-0.971772571
1854,13345,02Sep2012,Not Specified,45,483.64,0.1,Regular Air,28.39,10.98,3.37,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,02Sep2012,-0.258151083,0.312836295,0.984560885,1.70204421
1864,13410,06Jun2010,Not Specified,4,33.64,0.07,Regular Air,-35.17,8.12,2.83,Bobby Odegard,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,08Jun2010,-0.376197066,-1.245741477,0.140698893,0.444044223
1865,13410,06Jun2010,Not Specified,29,701.94,0.01,Regular Air,158.91,23.99,6.3,Bobby Odegard,Ontario,Ontario,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,07Jun2010,-0.424228997,0.675037711,-0.243521984,-1.196470246
2193,15808,14Dec2010,Critical,33,126.88,0.05,Regular Air,12.63,3.7,1.61,Bill Donatelli,Ontario,Ontario,Corporate,Furniture,Office Furnishings,3M Hangers With Command Adhesive,Wrap Bag,0.44,14Dec2010,-0.551470086,0.535385166,0.081533765,0.073096271
2194,15808,14Dec2010,Critical,42,906.64,0.07,Express Air,-148.93,22.38,15.1,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,14Dec2010,-0.252941913,0.57206215,0.302070643,0.758540098
2195,15808,14Dec2010,Critical,45,882.96,0.06,Regular Air,11.65,19.98,4,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,16Dec2010,-0.041048692,0.046287117,1.426867038,0.436512093
2196,15808,14Dec2010,Critical,3,58.14,0.01,Regular Air,-96.25,20.99,4.81,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,15Dec2010,-0.532881532,-0.650900976,-0.53569202,-1.413812504
2271,16326,10May2010,High,39,1538.33,0.03,Regular Air,471.35,39.48,1.99,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,12May2010,-0.069145517,0.632515204,0.631900454,-0.510117288
2272,16326,10May2010,High,39,147.46,0.06,Regular Air,14.13,3.71,1.93,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag,0.35,10May2010,-0.611402189,0.927268088,-0.024488197,0.441072181
2474,17985,12Apr2011,Medium,4,473.88,0.01,Delivery Truck,-183.26,110.98,30,Duane Benoit,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,13Apr2011,0.185083778,-1.602608042,0.12838459,-1.453537483
2475,17985,12Apr2011,Medium,50,849.031,0.07,Regular Air,-133.31,20.99,3.3,Duane Benoit,Ontario,Ontario,Consumer,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,14Apr2011,0.095654031,-0.295767519,2.088080583,0.763678539
2841,20480,29Jan2009,Medium,4,1042.63,0.02,Delivery Truck,-219.93,240.98,60.2,Liz MacKendrick,Ontario,Ontario,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Jumbo Box,0.56,31Jan2009,0.722441901,-1.844514423,-0.321416092,-1.149228047
2919,21091,12Dec2009,High,32,270.73,0.1,Express Air,-54.57,8.88,6.28,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,Small Box,0.35,14Dec2009,-0.60008736,0.568997453,-0.31431155,1.638369502
3748,26759,25Jan2012,Not Specified,30,251.11,0.03,Regular Air,10.04,7.84,4.71,Bobby Odegard,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,27Jan2012,-0.593627608,0.713227924,-0.322310734,-0.562672832
3759,26853,12Jun2012,Low,21,64.44,0,Regular Air,-89.02,2.66,6.35,Russell Applegate,Ontario,Ontario,Corporate,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Small Box,0.36,16Jun2012,-0.649006935,0.446181386,-0.574154895,-1.569863735
3768,26918,06Apr2009,Low,16,77.96,0.05,Regular Air,16.65,4.84,0.71,Russell Applegate,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,15Apr2009,-0.59617919,-0.095101352,-0.310665073,-0.056788706
3847,27456,10Apr2009,Not Specified,29,9492.92,0.05,Delivery Truck,772.04,328.14,91.05,Duane Benoit,Ontario,Ontario,Consumer,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,11Apr2009,2.775449207,-1.268810922,0.699125311,4.93448E-05
3980,28420,24Sep2009,Low,2,45.64,0.08,Express Air,-0.11,15.57,1.39,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,24Sep2009,-0.856815725,-0.089275282,-1.442517959,0.803813326
4123,29318,30Jun2011,Not Specified,21,2954.14,0.04,Express Air,-522.94,138.14,35,Bobby Odegard,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,,01Jul2011,,,,
4124,29318,30Jun2011,Not Specified,34,3375.3075,0.1,Regular Air,562.13,125.99,8.08,Bobby Odegard,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC ST7762,Small Box,0.57,01Jul2011,0.339243654,0.228185477,0.327491576,1.648451233
4223,30016,03Jan2009,Critical,15,85.56,0.03,Regular Air,-41.58,5.28,5.66,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,05Jan2009,-0.657456325,0.157964489,-0.714979476,-0.677845698
4224,30016,03Jan2009,Critical,8,754.6555,0.01,Regular Air,-212.55,110.99,2.5,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Telephones and Communication,T18,Small Box,0.57,06Jan2009,-0.388080553,-0.523602705,-0.587302185,-1.369585288
4676,33255,24Jun2010,Critical,19,108.21,0.08,Express Air,-50.02,5.28,5.66,Russell Applegate,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,25Jun2010,-0.655569515,0.155557214,-0.618578155,0.914090038
4933,35104,22Apr2012,High,1,36.31,0.04,Regular Air,-74.45,29.99,5.5,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box,0.51,25Apr2012,-0.621553951,-0.554015759,-0.922040135,-0.479531101
4934,35104,22Apr2012,High,18,388.15,0,Regular Air,-44.21,19.94,14.87,Bill Donatelli,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,24Apr2012,-0.212634356,-0.413761221,0.15898736,-1.629538722
4946,35142,22Apr2010,Low,11,231.27,0.03,Regular Air,89.29,20.24,6.67,Joel Jenkins,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,24Apr2010,-0.503395967,-0.178699183,-0.553990714,-0.717821047
4997,35584,03May2011,Medium,15,150.33,0.08,Express Air,-98.23,9.71,9.45,Joel Jenkins,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,03May2011,-0.385920743,-0.644397279,0.007132937,0.851376133
5037,35908,12Dec2010,Not Specified,40,240.18,0.06,Regular Air,-160.21,5.78,7.64,Brad Eason,Ontario,Ontario,Corporate,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,14Dec2010,-0.515971608,0.734284171,0.114448621,0.438485834
5038,35908,12Dec2010,Not Specified,45,529.28,0.1,Express Air,-30.27,12.21,4.81,Brad Eason,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,13Dec2010,-0.226465774,0.229840421,1.035317388,1.698524008
5152,36706,11Apr2009,Not Specified,47,887.45,0.1,Regular Air,365.79,20.98,1.49,Brad Eason,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.35,13Apr2009,-0.403691165,1.21701025,0.195574838,1.758153929
5153,36706,11Apr2009,Not Specified,7,355.97,0.03,Regular Air,-4.46,48.04,19.99,Brad Eason,Ontario,Ontario,Corporate,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,Small Box,0.37,13Apr2009,-0.416967839,-0.230604532,-1.052555269,-0.743519173
5214,37121,15Mar2011,Not Specified,44,9499.3,0.01,Delivery Truck,618.36,216.6,64.2,Bill Donatelli,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,16Mar2011,2.319655421,-0.352939154,1.288698304,-1.119973143
5420,38528,20Dec2011,Critical,36,2544.985,0.07,Regular Air,-113.06,85.99,0.99,Russell Applegate,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,21Dec2011,0.293498505,-0.6640808,1.485756508,0.676478101
5469,38853,23Mar2012,Low,13,728.025,0.04,Regular Air,20.00,65.99,2.5,Duane Benoit,Ontario,Ontario,Consumer,Technology,Telephones and Communication,6000,Small Box,0.55,27Mar2012,-0.398273414,-0.280960244,-0.412303987,-0.391538857
5585,39590,14May2011,Low,9,79.25,0,Express Air,-13.25,7.64,5.83,Jason Gross,Ontario,Ontario,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,21May2011,-0.719178815,0.200128779,-1.068343223,-1.65198541
5735,40707,11Jun2009,High,26,1495.184,0,Regular Air,211.09,65.99,8.99,Harold Pawlan,Ontario,Ontario,Corporate,Technology,Telephones and Communication,5180,Small Box,0.56,13Jun2009,-0.029315556,0.052059293,0.259569854,-1.553486368
5769,40961,30Mar2011,Medium,7,23.84,0.02,Regular Air,5.88,3.15,0.5,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.37,31Mar2011,-0.831070928,0.200863897,-1.192502187,-1.035696141
5783,41026,19Apr2011,Medium,8,709.37,0.1,Delivery Truck,-281.76,89.99,42,Duane Benoit,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,20Apr2011,0.298433159,-1.792095762,0.168204783,1.382955028
5784,41026,19Apr2011,Medium,19,59.76,0.1,Express Air,-33.11,3.14,1.92,Duane Benoit,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,19Apr2011,-0.223969335,-1.13436389,0.96177508,1.47781866
5853,41543,06Feb2009,Low,45,7548.65,0.03,Delivery Truck,1385.35,160.98,30,Bill Donatelli,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,10Feb2009,1.612951834,0.512156132,1.157735063,-0.457635669
5854,41543,06Feb2009,Low,24,1318.8685,0.03,Regular Air,172.33,65.99,3.99,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,10Feb2009,-0.139718739,-0.064830603,0.195679911,-0.629294519
5862,41606,23Jun2009,High,23,4514.86,0.09,Delivery Truck,-641.09,200.98,55.96,Brad Eason,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,Jumbo Box,0.75,24Jun2009,1.279858554,-2.033664733,0.980291662,1.170448256
5863,41606,23Jun2009,High,30,79.14,0.09,Regular Air,-4.73,2.78,0.97,Brad Eason,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 333,Wrap Bag,0.59,24Jun2009,-0.441077579,-0.062734495,0.467358324,1.280977457
5913,41926,05Feb2011,High,17,112.57,0.08,Regular Air,-28.53,6.48,5.14,Harold Pawlan,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 23,Small Box,0.37,06Feb2011,-0.707120658,0.217927552,-0.81917235,0.905551592
5914,41926,05Feb2011,High,43,1562.69,0,Regular Air,287.74,34.76,8.22,Harold Pawlan,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,05Feb2011,0.077793718,0.494007271,1.023790285,-1.434464069
7082,50533,31May2011,Not Specified,32,1974.66,0.06,Express Air,-929.68,64.65,35,Adam Bellavance,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,02Jun2011,0.536423023,-1.632940261,1.6136875,0.288855639
7083,50533,31May2011,Not Specified,3,73.44,0,Delivery Truck,-53.78,15.23,27.75,Adam Bellavance,Ontario,Ontario,Corporate,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.76,01Jun2011,0.076361502,-1.623817368,0.448054266,-1.780853544
7252,51747,05Jul2012,Medium,3,12.11,0.02,Regular Air,-0.98,3.69,0.5,Harold Pawlan,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 52,Small Box,0.38,06Jul2012,-0.849511693,0.071551452,-1.315808627,-1.065269214
7469,53314,19Sep2010,High,33,2667.92,0.01,Regular Air,1049.02,78.69,19.99,Cari Sayre,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,19Sep2010,0.377071184,0.758111927,0.140438736,-1.167553209
7470,53314,19Sep2010,High,15,2236.15,0.05,Delivery Truck,-310.95,145.98,51.92,Cari Sayre,Ontario,Ontario,Consumer,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,21Sep2010,0.8251701,-1.805752403,0.603507313,-0.136816
7648,54791,20Dec2012,High,45,4165.04,0,Delivery Truck,135.68,90.98,30,Lisa DeCherney,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61,22Dec2012,0.868585743,-0.015525405,1.350456731,-1.434261938
7657,54912,21Jul2011,Low,17,117.33,0.07,Regular Air,10.31,6.69,3.1,Harold Pawlan,Ontario,Ontario,Corporate,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.36,28Jul2011,-0.739576638,0.325112502,-0.869253248,0.597188139
7711,55269,07Mar2010,Medium,1,49.61,0,Regular Air,-41.82,30.98,17.08,Adam Bellavance,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 197,Small Box,0.4,08Mar2010,-0.521372642,-0.366667904,-1.140326672,-1.727661056
7845,56101,19Jul2010,Not Specified,1,21.45,0.01,Regular Air,-7.22,14.42,6.75,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,21Jul2010,-0.577581187,-0.516985744,-0.801167891,-1.420479308
7846,56101,19Jul2010,Not Specified,44,5347.13,0.08,Regular Air,1886.41,122.99,19.99,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,22Jul2010,0.897183195,1.49873822,0.132618126,1.137456663
7917,56582,12Jun2009,Low,36,4581.41,0.04,Delivery Truck,-904.73,130.98,54.74,Harold Pawlan,Ontario,Ontario,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,12Jun2009,1.189071694,-1.49169718,1.4436062,-0.295475054
7932,56677,11Apr2009,High,35,430.55,0,Regular Air,120.01,12.22,2.85,Roy Skaria,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,12Apr2009,-0.29288133,0.371393292,0.629924003,-1.491383192
8214,58725,20May2010,Not Specified,20,148.31,0.03,Regular Air,37.33,7.04,2.17,Joel Jenkins,Ontario,Ontario,Corporate,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,21May2010,-0.680015014,0.443348578,-0.636809608,-0.634386636
8349,59683,13Oct2012,Not Specified,37,191.36,0.05,Regular Air,-82.09,4.91,4.97,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,14Oct2012,-0.545356635,0.706652382,0.053029973,0.105447495
133,837,14Jun2009,Not Specified,11,65.7,0.01,Regular Air,13.41,5.84,0.83,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,16Jun2009,-0.643169519,-0.052032374,-0.57270528,-1.33858483
169,1059,26Feb2009,Critical,22,127.33,0.02,Regular Air,5.30,5.34,2.99,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,28Feb2009,-0.65749921,0.480101412,-0.531048983,-0.934733221
170,1059,26Feb2009,Critical,24,990.1,0.03,Regular Air,310.22,40.98,7.47,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,0.37,27Feb2009,-0.377193631,0.589447363,-0.526930537,-0.60168928
264,1826,15Apr2012,Not Specified,5,28.32,0.09,Regular Air,-14.35,4.98,4.75,Susan Vittorini,Ontario,Ontario,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,16Apr2012,-0.823674408,-0.045546689,-1.348494362,1.136077323
288,2020,20Jun2010,Medium,42,213.75,0.03,Regular Air,-188.77,5.02,5.14,Sandra Glassco,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,22Jun2010,-0.038548752,-0.426560464,1.811535849,-0.548076477
1428,10340,22Jun2011,High,24,7547.14,0.03,Regular Air,2080.48,320.98,24.49,Sandra Glassco,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Pagoda™ Stacking Chairs,Large Box,0.55,23Jun2011,1.598365181,0.540369929,-0.290481794,-0.577573897
1429,10340,22Jun2011,High,2,224.32,0.08,Regular Air,-178.77,110.98,13.99,Sandra Glassco,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,23Jun2011,-0.193312436,-1.404471909,-0.307535242,0.74253748
1430,10340,22Jun2011,High,15,311.98,0.09,Regular Air,-9.78,22.01,5.53,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,25Jun2011,-0.41874426,-0.516630288,-0.116771754,1.172718912
1533,11044,24Jun2012,Medium,3,14.49,0.09,Regular Air,-12.58,3.28,5,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Newell 35,Wrap Bag,0.56,25Jun2012,-0.604161898,-0.703758642,-0.673352167,1.091642033
1849,13313,16Jul2009,Not Specified,18,243.51,0.02,Regular Air,-159.86,12.99,14.37,Skye Norling,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,18Jul2009,-0.094564109,-0.976980704,0.740604626,-1.029836256
1850,13313,16Jul2009,Not Specified,22,755.6,0.05,Regular Air,223.44,35.44,7.5,Skye Norling,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1906,Small Box,0.38,18Jul2009,-0.442486201,0.430423936,-0.579591836,0.005625675
1851,13313,16Jul2009,Not Specified,45,592.73,0.02,Regular Air,75.01,12.98,3.14,Skye Norling,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,19Jul2009,-0.158697708,0.401395045,1.188733051,-0.803151115
2182,15718,27Jan2009,Critical,36,100.87,0.09,Regular Air,8.40,2.94,0.7,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag,0.58,28Jan2009,-0.410090648,0.12240015,0.665833492,1.324984613
2410,17506,28Feb2010,Low,33,9473.31,0.03,Delivery Truck,1939.11,294.62,42.52,Susan Vittorini,Ontario,Ontario,Consumer,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57,04Mar2010,2.179414584,0.356970861,0.363324698,-0.526934287
2766,20003,30Jan2012,Medium,39,796.08,0.05,Regular Air,30.29,19.98,4,Shirley Schmidt,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,31Jan2012,-0.084665083,-0.073366813,1.202235519,0.081402921
2882,20805,10Jan2011,High,12,69.98,0.06,Regular Air,-58.33,5.53,6.98,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,13Jan2011,-0.688726841,0.025046048,-0.89387551,0.239199957
2883,20805,10Jan2011,High,35,418.34,0.08,Regular Air,73.57,12.58,5.16,Sandra Glassco,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,12Jan2011,-0.44666894,0.515976544,0.108040464,1.025590545
2884,20805,10Jan2011,High,3,17.7,0.06,Regular Air,-10.37,4.28,4.79,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1962,Small Box,0.4,11Jan2011,-0.775453087,-0.15664882,-1.238973334,0.17764678
2885,20805,10Jan2011,High,12,45.61,0.1,Regular Air,9.18,3.85,0.7,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,11Jan2011,-0.750833683,-0.046665502,-0.83031746,1.490946525
3290,23524,28Apr2009,High,28,129.33,0.04,Express Air,48.25,4.13,0.99,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 491,Small Box,0.39,30Apr2009,-0.641664036,0.61416441,-0.300802034,-0.26590869
3291,23524,28Apr2009,High,46,2461.23,0.06,Regular Air,748.20,55.48,14.3,Sandra Glassco,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 194,Small Box,0.37,30Apr2009,0.16369865,1.149809622,0.343543962,0.497913272
4201,29860,13Sep2009,Critical,48,8295.29,0.08,Regular Air,2267.22,178.47,19.99,Skye Norling,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,16Sep2009,1.641615875,1.292037056,0.794055938,1.165216747
4325,30787,27Sep2011,High,43,6477.459,0.05,Regular Air,1836.46,175.99,8.99,Sandra Glassco,Ontario,Ontario,Consumer,Technology,Telephones and Communication,2180,Small Box,0.57,28Sep2011,1.141350504,1.144494292,0.613426222,0.183894335
